GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
W5_top_side_B,Health warnings on other smoked tobacco packaging must be placed at the top of the principal display areas of the package,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2727,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,No,,,,,,
W5_top_side_B,Health warnings on other smoked tobacco packaging must be placed at the top of the principal display areas of the package,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2727,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,No,,,,,,
W6_font_B,"Font style, font size and colour of health warnings are mandated for other smoked tobacco packaging",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1247,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,No,,,,,,
W6_font_B,"Font style, font size and colour of health warnings are mandated for other smoked tobacco packaging",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1247,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,No,,,,,,
W6_font_B,"Font style, font size and colour of health warnings are mandated for other smoked tobacco packaging",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1247,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,No,,,,,,
W6_font_B,"Font style, font size and colour of health warnings are mandated for other smoked tobacco packaging",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1247,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Yes,,,,,,
W6_font_B,"Font style, font size and colour of health warnings are mandated for other smoked tobacco packaging",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1247,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Yes,,,,,,
W6_font_B,"Font style, font size and colour of health warnings are mandated for other smoked tobacco packaging",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1247,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Yes,,,,,,
W6_font_B,"Font style, font size and colour of health warnings are mandated for other smoked tobacco packaging",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1247,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Yes,,,,,,
W7_rotation_B,Health warnings on other smoked tobacco packaging must be rotated,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1246,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,No,,,,,,
W7_rotation_B,Health warnings on other smoked tobacco packaging must be rotated,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1246,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,No,,,,,,
W7_rotation_B,Health warnings on other smoked tobacco packaging must be rotated,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1246,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,No,,,,,,
W7_rotation_B,Health warnings on other smoked tobacco packaging must be rotated,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1246,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Yes,,,,,,
W7_rotation_B,Health warnings on other smoked tobacco packaging must be rotated,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1246,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Yes,,,,,,
W7_rotation_B,Health warnings on other smoked tobacco packaging must be rotated,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1246,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Yes,,,,,,
W7_rotation_B,Health warnings on other smoked tobacco packaging must be rotated,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1246,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Yes,,,,,,
W8_princ_langs_B,Health warnings on other smoked tobacco packaging must be written in the principal language(s) of the country,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1245,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,Yes,,,,,,
W8_princ_langs_B,Health warnings on other smoked tobacco packaging must be written in the principal language(s) of the country,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1245,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,Yes,,,,,,
W8_princ_langs_B,Health warnings on other smoked tobacco packaging must be written in the principal language(s) of the country,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1245,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,Yes,,,,,,
W8_princ_langs_B,Health warnings on other smoked tobacco packaging must be written in the principal language(s) of the country,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1245,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Yes,,,,,,
W8_princ_langs_B,Health warnings on other smoked tobacco packaging must be written in the principal language(s) of the country,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1245,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Yes,,,,,,
W8_princ_langs_B,Health warnings on other smoked tobacco packaging must be written in the principal language(s) of the country,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1245,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Yes,,,,,,
W8_princ_langs_B,Health warnings on other smoked tobacco packaging must be written in the principal language(s) of the country,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1245,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Yes,,,,,,
W9_no_obscure_B,Health warnings on other smoked tobacco packaging must not be obscured in any way including by required markings such as tax stamps,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2730,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,No,,,,,,
W9_no_obscure_B,Health warnings on other smoked tobacco packaging must not be obscured in any way including by required markings such as tax stamps,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2730,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,No,,,,,,
W9_no_obscure_B,Health warnings on other smoked tobacco packaging must not be obscured in any way including by required markings such as tax stamps,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2730,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,No,,,,,,
W9_no_obscure_B,Health warnings on other smoked tobacco packaging must not be obscured in any way including by required markings such as tax stamps,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2730,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Yes,,,,,,
W9_no_obscure_B,Health warnings on other smoked tobacco packaging must not be obscured in any way including by required markings such as tax stamps,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2730,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Yes,,,,,,
W9_no_obscure_B,Health warnings on other smoked tobacco packaging must not be obscured in any way including by required markings such as tax stamps,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2730,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Yes,,,,,,
W9_no_obscure_B,Health warnings on other smoked tobacco packaging must not be obscured in any way including by required markings such as tax stamps,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2730,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Yes,,,,,,
W1_HW_law_C,Law mandates that health warnings appear on smokeless tobacco packages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2726,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Yes,,,,,,
W1_HW_law_C,Law mandates that health warnings appear on smokeless tobacco packages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2726,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Yes,,,,,,
W1_HW_law_C,Law mandates that health warnings appear on smokeless tobacco packages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2726,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Yes,,,,,,
W1_HW_law_C,Law mandates that health warnings appear on smokeless tobacco packages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2726,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,No,,,,,,
W1_HW_law_C,Law mandates that health warnings appear on smokeless tobacco packages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2726,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,No,,,,,,
W1_HW_law_C,Law mandates that health warnings appear on smokeless tobacco packages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2726,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,No,,,,,,
W10_graphic_C,Health warnings on smokeless tobacco packaging must include a photograph or graphic,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1244,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Yes,,,,,,
W11_outside_pack_C,Health warnings appear on each smokeless tobacco package and any outside packaging and labelling used in the retail sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1249,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Yes,,,,,,
W11_outside_pack_C,Health warnings appear on each smokeless tobacco package and any outside packaging and labelling used in the retail sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1249,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Yes,,,,,,
W10_graphic_C,Health warnings on smokeless tobacco packaging must include a photograph or graphic,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1244,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Yes,,,,,,
W11_outside_pack_C,Health warnings appear on each smokeless tobacco package and any outside packaging and labelling used in the retail sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1249,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Yes,,,,,,
W10_graphic_C,Health warnings on smokeless tobacco packaging must include a photograph or graphic,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1244,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Yes,,,,,,
W14_harm_effects_C,Health warnings on smokeless tobacco packaging describe the harmful effects of tobacco use on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1248,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Yes,,,,,,
W14_harm_effects_C,Health warnings on smokeless tobacco packaging describe the harmful effects of tobacco use on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1248,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Yes,,,,,,
W14_harm_effects_C,Health warnings on smokeless tobacco packaging describe the harmful effects of tobacco use on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1248,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Yes,,,,,,
W15_specific_hw_C,Specific health warnings are mandated for smokeless tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1251,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Yes,,,,,,
W15_specific_hw_C,Specific health warnings are mandated for smokeless tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1251,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Yes,,,,,,
W15_specific_hw_C,Specific health warnings are mandated for smokeless tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1251,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Yes,,,,,,
W16_number_hw_C,Number of health warnings approved by the law for smokeless tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1280,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,10,10.00000,,,,,
W16_number_hw_C,Number of health warnings approved by the law for smokeless tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1280,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,10,10.00000,,,,,
W16_number_hw_C,Number of health warnings approved by the law for smokeless tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1280,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,10,10.00000,,,,,
W2_pc_front_back_C,Percentage of principal display area mandated to be covered by health warnings - front and back of smokeless tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1314,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,50,50.00000,,,,,
W2_pc_front_back_C,Percentage of principal display area mandated to be covered by health warnings - front and back of smokeless tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1314,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,50,50.00000,,,,,
W2_pc_front_back_C,Percentage of principal display area mandated to be covered by health warnings - front and back of smokeless tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1314,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,50,50.00000,,,,,
